Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Ticket Status,Date Case Closed,Victim Group,Resolution Category,Time Of Crime,Month of Crime,Year of crime,Resolution_Days,Reporting_Delay
35228,9 Jan 2024,7 Jan 2024,4:07 AM,Nashik,320,VEHICLE - STOLEN,39,M,Poison,Violent Crime,9,Solved,12 Mar 2024,Adult,Moderate,Night,Jan,2024,64.41666667,2.50
28126,20 Mar 2023,17 Mar 2023,10:44 AM,Bangalore,577,VANDALISM,33,M,Knife,Other Crime,1,Solved,9 May 2023,Adult,Moderate,Morning,Mar,2023,52.5,2.00
19920,11 Apr 2022,9 Apr 2022,10:41 PM,Delhi,235,BURGLARY,57,M,Poison,Other Crime,11,Active,Not Closed,Adult,Not Resolved,Night,Apr,2022,Not Resolved,1.92
38051,6 May 2024,4 May 2024,4:55 PM,Hyderabad,413,EXTORTION,64,F,Unknown Weapon,Other Crime,16,Active,Not Closed,Senior,Not Resolved,Afternoon,May,2024,Not Resolved,1.54
26207,29 Dec 2022,27 Dec 2022,5:30 AM,Varanasi,119,EXTORTION,74,M,Other,Other Crime,15,Solved,7 Feb 2023,Senior,Moderate,Night,Dec,2022,41.54166667,2.88
1951,25 Mar 2020,22 Mar 2020,1:49 PM,Delhi,368,CYBERCRIME,60,M,Poison,Other Crime,10,Solved,16 Apr 2020,Senior,Fast,Morning,Mar,2020,24.875,0.04
14177,13 Aug 2021,13 Aug 2021,2:53 PM,Ahmedabad,176,FRAUD,66,M,Blunt Object,Other Crime,7,Solved,17 Sep 2021,Senior,Moderate,Morning,Aug,2021,35.04166667,1.50
7415,6 Nov 2020,4 Nov 2020,7:35 AM,Delhi,464,FIREARM OFFENSE,69,F,Unknown Weapon,Fire Accident,4,Solved,2 Feb 2021,Senior,Moderate,Morning,Nov,2020,89.5,1.08
2333,8 Apr 2020,7 Apr 2020,10:22 AM,Bangalore,198,FRAUD,11,F,Knife,Other Crime,1,Solved,12 May 2020,Minor,Moderate,Morning,Apr,2020,35.08333333,1.75
25060,11 Nov 2022,10 Nov 2022,10:43 AM,Mumbai,301,TRAFFIC VIOLATION,10,F,Knife,Traffic Fatality,11,Active,Not Closed,Minor,Not Resolved,Morning,Nov,2022,Not Resolved,1.04
37443,10 Apr 2024,9 Apr 2024,12:53 PM,Pune,204,CYBERCRIME,69,M,Explosives,Other Crime,12,Solved,7 May 2024,Senior,Fast,Morning,Apr,2024,28.04166667,0.58
18178,27 Jan 2022,27 Jan 2022,1:54 PM,Mumbai,201,TRAFFIC VIOLATION,26,F,Blunt Object,Traffic Fatality,15,Active,Not Closed,Adult,Not Resolved,Morning,Jan,2022,Not Resolved,0.79
19290,15 Mar 2022,14 Mar 2022,4:13 PM,Bangalore,548,ILLEGAL POSSESSION,44,F,Poison,Other Crime,19,Solved,17 Apr 2022,Adult,Moderate,Afternoon,Mar,2022,33.79166667,0.25
3828,8 Jun 2020,8 Jun 2020,9:29 AM,Pune,591,FIREARM OFFENSE,58,F,Knife,Fire Accident,19,Active,Not Closed,Adult,Not Resolved,Morning,Jun,2020,Not Resolved,0.04
27110,3 Feb 2023,3 Feb 2023,6:19 AM,Agra,446,BURGLARY,59,F,Unknown Weapon,Other Crime,18,Solved,12 Mar 2023,Adult,Moderate,Morning,Feb,2023,37.04166667,2.00
35976,9 Feb 2024,7 Feb 2024,6:44 AM,Mumbai,172,FIREARM OFFENSE,14,F,Blunt Object,Fire Accident,16,Active,Not Closed,Minor,Not Resolved,Morning,Feb,2024,Not Resolved,1.96
9528,2 Feb 2021,31 Jan 2021,11:13 AM,Delhi,239,HOMICIDE,55,F,Other,Other Crime,9,Active,Not Closed,Adult,Not Resolved,Morning,Jan,2021,Not Resolved,0.46
14157,13 Aug 2021,12 Aug 2021,12:09 PM,Ludhiana,185,SHOPLIFTING,30,M,Other,Other Crime,15,Active,Not Closed,Adult,Not Resolved,Morning,Aug,2021,Not Resolved,0.50
36911,18 Mar 2024,17 Mar 2024,1:50 AM,Thane,189,KIDNAPPING,73,F,Blunt Object,Other Crime,7,Active,Not Closed,Senior,Not Resolved,Night,Mar,2024,Not Resolved,0.54
13547,18 Jul 2021,18 Jul 2021,4:35 PM,Hyderabad,528,BURGLARY,62,F,Unknown Weapon,Other Crime,9,Active,Not Closed,Senior,Not Resolved,Afternoon,Jul,2021,Not Resolved,1.08
8801,2 Jan 2021,1 Jan 2021,11:03 AM,Bhopal,244,KIDNAPPING,19,M,Other,Other Crime,18,Active,Not Closed,Adult,Not Resolved,Morning,Jan,2021,Not Resolved,1.88
27958,12 Mar 2023,10 Mar 2023,2:54 PM,Delhi,245,DRUG OFFENSE,58,Other,Knife,Other Crime,8,Active,Not Closed,Adult,Not Resolved,Morning,Mar,2023,Not Resolved,1.71
4896,24 Jul 2020,22 Jul 2020,4:06 AM,Kolkata,231,FRAUD,15,F,Other,Other Crime,17,Active,Not Closed,Minor,Not Resolved,Night,Jul,2020,Not Resolved,1.42
30765,7 Jul 2023,5 Jul 2023,2:11 PM,Jaipur,227,BURGLARY,57,F,Explosives,Other Crime,4,Solved,16 Oct 2023,Adult,Slow,Morning,Jul,2023,102.4166667,2.25
22341,22 Jul 2022,19 Jul 2022,12:28 AM,Agra,270,DOMESTIC VIOLENCE,77,Other,Blunt Object,Violent Crime,3,Active,Not Closed,Senior,Not Resolved,Night,Jul,2022,Not Resolved,0.54
21590,19 Jun 2022,18 Jun 2022,11:44 AM,Visakhapatnam,326,ASSAULT,45,Other,Unknown Weapon,Violent Crime,4,Solved,9 Sep 2022,Adult,Moderate,Morning,Jun,2022,82.54166667,2.00
25229,19 Nov 2022,17 Nov 2022,11:33 AM,Mumbai,567,ROBBERY,38,F,Knife,Violent Crime,14,Solved,16 Mar 2023,Adult,Slow,Morning,Nov,2022,119,0.25
12144,21 May 2021,20 May 2021,8:17 AM,Hyderabad,396,KIDNAPPING,49,F,Poison,Other Crime,5,Active,Not Closed,Adult,Not Resolved,Morning,May,2021,Not Resolved,2.46
23393,4 Sep 2022,1 Sep 2022,8:23 PM,Kalyan,237,EXTORTION,36,Other,Explosives,Other Crime,11,Solved,22 Sep 2022,Adult,Fast,Night,Sep,2022,20.45833333,0.71
36679,8 Mar 2024,8 Mar 2024,3:53 AM,Kolkata,444,SEXUAL ASSAULT,19,F,Poison,Violent Crime,19,Active,Not Closed,Adult,Not Resolved,Night,Mar,2024,Not Resolved,2.63
26122,27 Dec 2022,24 Dec 2022,2:04 AM,Bangalore,432,VANDALISM,57,F,Unknown Weapon,Other Crime,19,Solved,11 Feb 2023,Adult,Moderate,Night,Dec,2022,48.625,0.67
12316,28 May 2021,28 May 2021,6:43 AM,Mumbai,498,FIREARM OFFENSE,13,F,Poison,Fire Accident,8,Solved,2 Jul 2021,Minor,Moderate,Morning,May,2021,35.66666667,2.42
24818,2 Nov 2022,31 Oct 2022,6:13 AM,Hyderabad,189,ILLEGAL POSSESSION,75,F,Firearm,Other Crime,19,Active,Not Closed,Senior,Not Resolved,Morning,Oct,2022,Not Resolved,1.04
23439,4 Sep 2022,3 Sep 2022,6:41 PM,Chennai,340,ASSAULT,69,Other,Poison,Violent Crime,18,Active,Not Closed,Senior,Not Resolved,Afternoon,Sep,2022,Not Resolved,0.17
1822,17 Mar 2020,16 Mar 2020,9:14 PM,Kolkata,112,COUNTERFEITING,17,M,Blunt Object,Other Crime,17,Active,Not Closed,Minor,Not Resolved,Night,Mar,2020,Not Resolved,1.71
3438,24 May 2020,23 May 2020,1:47 PM,Mumbai,158,BURGLARY,61,F,Explosives,Other Crime,5,Active,Not Closed,Senior,Not Resolved,Morning,May,2020,Not Resolved,2.42
37483,13 Apr 2024,10 Apr 2024,2:02 AM,Srinagar,557,BURGLARY,39,F,Knife,Other Crime,14,Active,Not Closed,Adult,Not Resolved,Night,Apr,2024,Not Resolved,0.13
15317,30 Sep 2021,30 Sep 2021,4:28 AM,Kolkata,537,SEXUAL ASSAULT,39,F,Poison,Violent Crime,3,Active,Not Closed,Adult,Not Resolved,Night,Sep,2021,Not Resolved,2.17
3345,21 May 2020,19 May 2020,6:59 AM,Hyderabad,464,ILLEGAL POSSESSION,12,M,Unknown Weapon,Other Crime,7,Solved,2 Aug 2020,Minor,Moderate,Morning,May,2020,75.16666667,1.46
26307,2 Jan 2023,1 Jan 2023,5:03 PM,Nashik,197,ASSAULT,40,M,Blunt Object,Violent Crime,5,Active,Not Closed,Adult,Not Resolved,Afternoon,Jan,2023,Not Resolved,1.83
22067,10 Jul 2022,8 Jul 2022,10:48 AM,Surat,309,ILLEGAL POSSESSION,30,M,Unknown Weapon,Other Crime,1,Solved,6 Sep 2022,Adult,Moderate,Morning,Jul,2022,59.83333333,2.33
32826,2 Oct 2023,29 Sep 2023,8:41 AM,Kolkata,502,DRUG OFFENSE,12,F,Blunt Object,Other Crime,15,Active,Not Closed,Minor,Not Resolved,Morning,Sep,2023,Not Resolved,0.38
26187,27 Dec 2022,27 Dec 2022,5:35 AM,Mumbai,479,HOMICIDE,55,Other,Knife,Other Crime,8,Solved,23 Sep 2024,Adult,Very Slow,Night,Dec,2022,636.375,0.04
28119,17 Mar 2023,17 Mar 2023,5:47 AM,Mumbai,361,FIREARM OFFENSE,77,M,Unknown Weapon,Fire Accident,10,Solved,26 Mar 2023,Senior,Fast,Night,Mar,2023,9.041666667,0.21
13854,31 Jul 2021,31 Jul 2021,7:27 AM,Ahmedabad,155,IDENTITY THEFT,62,M,Explosives,Violent Crime,12,Active,Not Closed,Senior,Not Resolved,Morning,Jul,2021,Not Resolved,1.50
9315,24 Jan 2021,23 Jan 2021,11:25 PM,Nashik,167,FIREARM OFFENSE,36,Other,Unknown Weapon,Fire Accident,5,Solved,15 Feb 2021,Adult,Fast,Night,Jan,2021,23.5,2.58
25285,22 Nov 2022,19 Nov 2022,1:29 AM,Delhi,557,CYBERCRIME,46,Other,Other,Other Crime,12,Active,Not Closed,Adult,Not Resolved,Night,Nov,2022,Not Resolved,1.08
30912,13 Jul 2023,11 Jul 2023,10:34 PM,Hyderabad,373,SHOPLIFTING,36,F,Firearm,Other Crime,16,Active,Not Closed,Adult,Not Resolved,Night,Jul,2023,Not Resolved,1.42
22115,11 Jul 2022,10 Jul 2022,4:48 PM,Ghaziabad,230,ROBBERY,34,Other,Other,Violent Crime,9,Solved,5 Oct 2022,Adult,Moderate,Afternoon,Jul,2022,87.41666667,2.67
38758,5 Jun 2024,2 Jun 2024,12:58 PM,Kolkata,264,CYBERCRIME,55,F,Unknown Weapon,Other Crime,5,Solved,14 Jun 2024,Adult,Fast,Morning,Jun,2024,11.66666667,2.00
33435,27 Oct 2023,25 Oct 2023,7:07 PM,Kanpur,128,ASSAULT,38,F,Unknown Weapon,Violent Crime,19,Solved,18 Jan 2024,Adult,Moderate,Afternoon,Oct,2023,85,2.88
7617,16 Nov 2020,13 Nov 2020,3:20 AM,Hyderabad,228,PUBLIC INTOXICATION,29,F,Knife,Other Crime,16,Active,Not Closed,Adult,Not Resolved,Night,Nov,2020,Not Resolved,0.88
19894,9 Apr 2022,8 Apr 2022,6:53 PM,Delhi,259,IDENTITY THEFT,49,M,Firearm,Violent Crime,4,Active,Not Closed,Adult,Not Resolved,Afternoon,Apr,2022,Not Resolved,1.46
6649,5 Oct 2020,4 Oct 2020,8:32 PM,Bangalore,494,BURGLARY,50,M,Explosives,Other Crime,12,Active,Not Closed,Adult,Not Resolved,Night,Oct,2020,Not Resolved,2.67
17637,7 Jan 2022,4 Jan 2022,3:55 PM,Chennai,298,VANDALISM,11,F,Explosives,Other Crime,1,Solved,20 Jan 2022,Minor,Fast,Morning,Jan,2022,15.66666667,1.54
14625,2 Sep 2021,1 Sep 2021,6:46 AM,Indore,259,BURGLARY,59,M,Firearm,Other Crime,6,Solved,28 Oct 2021,Adult,Moderate,Morning,Sep,2021,57.54166667,2.79
32327,11 Sep 2023,8 Sep 2023,12:26 PM,Kolkata,399,COUNTERFEITING,16,M,Other,Other Crime,15,Solved,9 Dec 2023,Minor,Moderate,Morning,Sep,2023,91.79166667,1.71
13639,23 Jul 2021,22 Jul 2021,4:01 AM,Mumbai,571,ASSAULT,25,F,Explosives,Violent Crime,5,Active,Not Closed,Adult,Not Resolved,Night,Jul,2021,Not Resolved,2.00
38417,21 May 2024,19 May 2024,10:33 PM,Nagpur,469,PUBLIC INTOXICATION,40,F,Firearm,Other Crime,1,Solved,11 Jun 2024,Adult,Fast,Night,May,2024,23,0.83
30530,26 Jun 2023,26 Jun 2023,7:38 PM,Delhi,196,PUBLIC INTOXICATION,29,F,Blunt Object,Other Crime,1,Solved,12 Jul 2023,Adult,Fast,Afternoon,Jun,2023,16.83333333,1.79
38562,27 May 2024,25 May 2024,1:58 PM,Kolkata,276,DRUG OFFENSE,56,F,Knife,Other Crime,13,Solved,18 Jul 2024,Adult,Moderate,Morning,May,2024,53.79166667,1.25
10854,29 Mar 2021,28 Mar 2021,7:05 AM,Pune,308,ILLEGAL POSSESSION,64,M,Blunt Object,Other Crime,19,Active,Not Closed,Senior,Not Resolved,Morning,Mar,2021,Not Resolved,2.42
24978,9 Nov 2022,6 Nov 2022,7:28 PM,Mumbai,544,SHOPLIFTING,39,Other,Blunt Object,Other Crime,13,Active,Not Closed,Adult,Not Resolved,Afternoon,Nov,2022,Not Resolved,0.88
39532,6 Jul 2024,5 Jul 2024,9:17 PM,Kanpur,135,CYBERCRIME,30,F,Poison,Other Crime,11,Solved,14 Jul 2024,Adult,Fast,Night,Jul,2024,8.875,0.88
14412,24 Aug 2021,23 Aug 2021,3:35 PM,Kolkata,117,DOMESTIC VIOLENCE,68,F,Other,Violent Crime,10,Solved,25 Sep 2021,Senior,Moderate,Morning,Aug,2021,32.875,2.04
21018,27 May 2022,25 May 2022,1:35 AM,Agra,510,IDENTITY THEFT,37,M,Other,Violent Crime,2,Active,Not Closed,Adult,Not Resolved,Night,May,2022,Not Resolved,1.33
24906,5 Nov 2022,3 Nov 2022,5:32 AM,Hyderabad,274,KIDNAPPING,76,M,Blunt Object,Other Crime,5,Solved,19 Dec 2022,Senior,Moderate,Night,Nov,2022,45.33333333,0.67
28665,10 Apr 2023,9 Apr 2023,10:00 PM,Bangalore,304,HOMICIDE,69,M,Blunt Object,Other Crime,4,Solved,29 Jan 2025,Senior,Very Slow,Night,Apr,2023,660.6666667,0.83
30741,5 Jul 2023,4 Jul 2023,6:30 PM,Delhi,279,VANDALISM,37,M,Other,Other Crime,9,Active,Not Closed,Adult,Not Resolved,Afternoon,Jul,2023,Not Resolved,0.83
20060,16 Apr 2022,15 Apr 2022,8:07 PM,Rajkot,412,DOMESTIC VIOLENCE,40,M,Explosives,Violent Crime,7,Solved,16 May 2022,Adult,Fast,Night,Apr,2022,30.83333333,2.54
19542,27 Mar 2022,25 Mar 2022,1:44 AM,Faridabad,306,EXTORTION,55,Other,Unknown Weapon,Other Crime,16,Active,Not Closed,Adult,Not Resolved,Night,Mar,2022,Not Resolved,0.25
12769,16 Jun 2021,16 Jun 2021,5:48 AM,Lucknow,329,ASSAULT,40,M,Blunt Object,Violent Crime,18,Solved,3 Sep 2021,Adult,Moderate,Night,Jun,2021,79.25,0.50
6521,29 Sep 2020,28 Sep 2020,7:16 PM,Kanpur,261,VEHICLE - STOLEN,22,M,Unknown Weapon,Violent Crime,8,Solved,2 Dec 2020,Adult,Moderate,Afternoon,Sep,2020,64.5,1.46
28662,10 Apr 2023,9 Apr 2023,12:20 AM,Ahmedabad,273,FIREARM OFFENSE,57,F,Unknown Weapon,Fire Accident,15,Active,Not Closed,Adult,Not Resolved,Night,Apr,2023,Not Resolved,2.50
32418,15 Sep 2023,12 Sep 2023,2:22 PM,Meerut,350,ASSAULT,71,F,Poison,Violent Crime,9,Solved,24 Oct 2023,Senior,Moderate,Morning,Sep,2023,41.5,2.83
25482,30 Nov 2022,27 Nov 2022,12:51 PM,Ludhiana,590,TRAFFIC VIOLATION,55,Other,Firearm,Traffic Fatality,13,Solved,9 Dec 2022,Adult,Fast,Morning,Nov,2022,11.83333333,1.17
4120,21 Jun 2020,20 Jun 2020,5:07 PM,Ahmedabad,402,SHOPLIFTING,79,M,Poison,Other Crime,17,Solved,14 Sep 2020,Senior,Moderate,Afternoon,Jun,2020,86.16666667,1.42
33174,15 Oct 2023,14 Oct 2023,5:02 PM,Delhi,594,ILLEGAL POSSESSION,16,F,Blunt Object,Other Crime,11,Active,Not Closed,Minor,Not Resolved,Afternoon,Oct,2023,Not Resolved,2.00
30335,19 Jun 2023,17 Jun 2023,11:54 PM,Kanpur,512,SEXUAL ASSAULT,29,F,Other,Violent Crime,4,Active,Not Closed,Adult,Not Resolved,Night,Jun,2023,Not Resolved,1.25
22909,13 Aug 2022,12 Aug 2022,6:53 PM,Agra,457,EXTORTION,67,Other,Blunt Object,Other Crime,14,Solved,20 Sep 2022,Senior,Moderate,Afternoon,Aug,2022,39.25,0.25
16885,4 Dec 2021,4 Dec 2021,1:16 PM,Mumbai,574,CYBERCRIME,18,M,Other,Other Crime,17,Active,Not Closed,Adult,Not Resolved,Morning,Dec,2021,Not Resolved,1.83
2672,23 Apr 2020,21 Apr 2020,9:19 AM,Kalyan,434,TRAFFIC VIOLATION,16,F,Explosives,Traffic Fatality,6,Active,Not Closed,Minor,Not Resolved,Morning,Apr,2020,Not Resolved,0.58
22239,16 Jul 2022,15 Jul 2022,9:51 AM,Delhi,130,BURGLARY,40,F,Firearm,Other Crime,4,Active,Not Closed,Adult,Not Resolved,Morning,Jul,2022,Not Resolved,0.71
18480,9 Feb 2022,8 Feb 2022,4:30 AM,Patna,485,ARSON,20,M,Explosives,Fire Accident,5,Solved,27 Feb 2022,Adult,Fast,Night,Feb,2022,18.70833333,2.17
35193,8 Jan 2024,6 Jan 2024,12:24 AM,Bangalore,106,SEXUAL ASSAULT,39,M,Explosives,Violent Crime,19,Solved,7 Nov 2024,Adult,Very Slow,Night,Jan,2024,306.1666667,0.13
21154,31 May 2022,31 May 2022,3:00 PM,Pune,335,VEHICLE - STOLEN,19,Other,Other,Violent Crime,14,Active,Not Closed,Adult,Not Resolved,Morning,May,2022,Not Resolved,0.21
34104,22 Nov 2023,21 Nov 2023,10:03 PM,Delhi,289,ILLEGAL POSSESSION,74,F,Poison,Other Crime,3,Solved,8 Dec 2023,Senior,Fast,Night,Nov,2023,16.20833333,0.46
19746,3 Apr 2022,2 Apr 2022,3:39 AM,Chennai,214,DRUG OFFENSE,21,Other,Explosives,Other Crime,14,Solved,6 May 2022,Adult,Moderate,Night,Apr,2022,33.45833333,0.50
14650,2 Sep 2021,2 Sep 2021,4:20 PM,Chennai,196,IDENTITY THEFT,73,F,Blunt Object,Violent Crime,15,Solved,12 Sep 2021,Senior,Fast,Afternoon,Sep,2021,10.5,2.04
13755,29 Jul 2021,27 Jul 2021,3:35 AM,Hyderabad,418,PUBLIC INTOXICATION,57,M,Poison,Other Crime,17,Solved,25 Aug 2021,Adult,Fast,Night,Jul,2021,29.04166667,1.46
3232,16 May 2020,14 May 2020,3:56 AM,Mumbai,432,VANDALISM,34,M,Unknown Weapon,Other Crime,19,Solved,10 Jun 2020,Adult,Fast,Night,May,2020,26.45833333,2.54
28358,30 Mar 2023,27 Mar 2023,8:53 AM,Pune,119,DOMESTIC VIOLENCE,39,M,Unknown Weapon,Violent Crime,1,Active,Not Closed,Adult,Not Resolved,Morning,Mar,2023,Not Resolved,2.58
30069,9 Jun 2023,6 Jun 2023,7:42 AM,Delhi,365,ROBBERY,58,F,Unknown Weapon,Violent Crime,11,Solved,25 Sep 2023,Adult,Slow,Morning,Jun,2023,110.5833333,2.08
21250,6 Jun 2022,4 Jun 2022,7:21 PM,Mumbai,318,BURGLARY,45,M,Firearm,Other Crime,16,Solved,16 Aug 2022,Adult,Moderate,Afternoon,Jun,2022,73.08333333,0.75
26909,26 Jan 2023,26 Jan 2023,4:16 PM,Ludhiana,506,ROBBERY,47,M,Other,Violent Crime,11,Active,Not Closed,Adult,Not Resolved,Afternoon,Jan,2023,Not Resolved,2.67
32439,16 Sep 2023,13 Sep 2023,3:47 PM,Mumbai,312,IDENTITY THEFT,72,M,Explosives,Violent Crime,9,Solved,4 Oct 2023,Senior,Fast,Morning,Sep,2023,20.66666667,2.17
3926,14 Jun 2020,12 Jun 2020,6:50 PM,Delhi,364,SEXUAL ASSAULT,46,F,Other,Violent Crime,10,Active,Not Closed,Adult,Not Resolved,Afternoon,Jun,2020,Not Resolved,0.71
6000,7 Sep 2020,6 Sep 2020,8:31 AM,Ahmedabad,194,DRUG OFFENSE,26,F,Knife,Other Crime,11,Solved,2 Dec 2020,Adult,Moderate,Morning,Sep,2020,86.70833333,2.58
29821,30 May 2023,27 May 2023,3:12 AM,Mumbai,280,EXTORTION,14,F,Blunt Object,Other Crime,3,Solved,5 Aug 2023,Minor,Moderate,Night,May,2023,69.58333333,2.88
39642,12 Jul 2024,9 Jul 2024,10:24 PM,Delhi,241,SEXUAL ASSAULT,48,M,Other,Violent Crime,1,Solved,18 Jan 2026,Adult,Very Slow,Night,Jul,2024,557.875,0.88
56,4 Jan 2020,3 Jan 2020,11:11 AM,Meerut,596,BURGLARY,49,F,Unknown Weapon,Other Crime,19,Active,Not Closed,Adult,Not Resolved,Morning,Jan,2020,Not Resolved,0.08
11565,26 Apr 2021,26 Apr 2021,8:18 PM,Kanpur,311,ROBBERY,78,M,Poison,Violent Crime,18,Active,Not Closed,Senior,Not Resolved,Night,Apr,2021,Not Resolved,1.33
36477,1 Mar 2024,28 Feb 2024,10:49 AM,Kolkata,446,COUNTERFEITING,74,M,Firearm,Other Crime,12,Solved,20 Mar 2024,Senior,Fast,Morning,Feb,2024,20.33333333,0.04
5799,29 Aug 2020,29 Aug 2020,7:17 PM,Mumbai,556,ARSON,23,F,Knife,Fire Accident,2,Solved,9 Oct 2020,Adult,Moderate,Afternoon,Aug,2020,41.04166667,0.58
6688,6 Oct 2020,5 Oct 2020,4:24 PM,Delhi,397,VEHICLE - STOLEN,76,M,Poison,Violent Crime,8,Solved,20 Nov 2020,Senior,Moderate,Afternoon,Oct,2020,45.58333333,0.04
15794,20 Oct 2021,20 Oct 2021,6:48 AM,Delhi,266,ROBBERY,39,F,Blunt Object,Violent Crime,11,Solved,27 Mar 2022,Adult,Slow,Morning,Oct,2021,158.0416667,0.54
7439,6 Nov 2020,5 Nov 2020,11:38 AM,Hyderabad,238,SHOPLIFTING,47,F,Explosives,Other Crime,11,Solved,27 Dec 2020,Adult,Moderate,Morning,Nov,2020,51.54166667,0.75
1123,17 Feb 2020,16 Feb 2020,7:20 AM,Bangalore,318,IDENTITY THEFT,27,F,Explosives,Violent Crime,14,Active,Not Closed,Adult,Not Resolved,Morning,Feb,2020,Not Resolved,2.96
19826,9 Apr 2022,6 Apr 2022,4:58 AM,Mumbai,303,PUBLIC INTOXICATION,71,F,Explosives,Other Crime,15,Solved,17 Apr 2022,Senior,Fast,Night,Apr,2022,10.95833333,1.38
18849,25 Feb 2022,24 Feb 2022,8:42 PM,Hyderabad,353,ASSAULT,57,Other,Poison,Violent Crime,11,Active,Not Closed,Adult,Not Resolved,Night,Feb,2022,Not Resolved,2.00
4212,26 Jun 2020,24 Jun 2020,7:17 PM,Kalyan,582,DRUG OFFENSE,79,F,Knife,Other Crime,17,Solved,1 Sep 2020,Senior,Moderate,Afternoon,Jun,2020,69,1.04
22519,28 Jul 2022,27 Jul 2022,5:50 AM,Ahmedabad,442,BURGLARY,48,M,Unknown Weapon,Other Crime,16,Solved,4 Dec 2022,Adult,Slow,Night,Jul,2022,130.0416667,0.96
13397,13 Jul 2021,12 Jul 2021,9:42 AM,Pune,158,TRAFFIC VIOLATION,62,F,Knife,Traffic Fatality,3,Solved,4 Aug 2021,Senior,Fast,Morning,Jul,2021,22.95833333,2.33
3031,8 May 2020,6 May 2020,1:45 AM,Surat,442,SEXUAL ASSAULT,47,F,Other,Violent Crime,17,Solved,21 Jan 2021,Adult,Very Slow,Night,May,2020,260.3333333,0.33
19387,19 Mar 2022,18 Mar 2022,7:21 AM,Varanasi,380,VEHICLE - STOLEN,61,Other,Poison,Violent Crime,7,Active,Not Closed,Senior,Not Resolved,Morning,Mar,2022,Not Resolved,0.63
24111,2 Oct 2022,1 Oct 2022,3:33 PM,Kolkata,533,VEHICLE - STOLEN,38,Other,Blunt Object,Violent Crime,19,Solved,16 Dec 2022,Adult,Moderate,Morning,Oct,2022,75.625,2.25
14848,12 Sep 2021,10 Sep 2021,11:51 AM,Delhi,325,ILLEGAL POSSESSION,60,M,Firearm,Other Crime,7,Solved,20 Nov 2021,Senior,Moderate,Morning,Sep,2021,71.25,0.46
18518,11 Feb 2022,10 Feb 2022,11:40 AM,Delhi,479,TRAFFIC VIOLATION,44,F,Other,Traffic Fatality,17,Active,Not Closed,Adult,Not Resolved,Morning,Feb,2022,Not Resolved,1.17
822,5 Feb 2020,4 Feb 2020,8:00 PM,Pune,564,FRAUD,13,F,Blunt Object,Other Crime,12,Active,Not Closed,Minor,Not Resolved,Night,Feb,2020,Not Resolved,1.21
23592,11 Sep 2022,9 Sep 2022,12:02 PM,Lucknow,117,ROBBERY,17,Other,Knife,Violent Crime,12,Solved,14 Feb 2023,Minor,Slow,Morning,Sep,2022,157.2083333,2.67
13293,10 Jul 2021,7 Jul 2021,2:34 AM,Visakhapatnam,291,VEHICLE - STOLEN,72,M,Firearm,Violent Crime,15,Active,Not Closed,Senior,Not Resolved,Night,Jul,2021,Not Resolved,2.17
18978,3 Mar 2022,1 Mar 2022,3:40 AM,Hyderabad,360,EXTORTION,52,F,Unknown Weapon,Other Crime,17,Active,Not Closed,Adult,Not Resolved,Night,Mar,2022,Not Resolved,1.54
4524,9 Jul 2020,7 Jul 2020,6:07 AM,Thane,324,ROBBERY,23,F,Firearm,Violent Crime,19,Solved,9 Sep 2020,Adult,Moderate,Morning,Jul,2020,63.54166667,0.83
11046,6 Apr 2021,5 Apr 2021,2:20 PM,Delhi,433,VEHICLE - STOLEN,26,F,Firearm,Violent Crime,18,Solved,15 Apr 2021,Adult,Fast,Morning,Apr,2021,9.833333333,1.63
33696,6 Nov 2023,4 Nov 2023,8:33 AM,Bangalore,277,BURGLARY,77,M,Knife,Other Crime,2,Active,Not Closed,Senior,Not Resolved,Morning,Nov,2023,Not Resolved,1.92
28953,23 Apr 2023,21 Apr 2023,2:25 PM,Hyderabad,129,DOMESTIC VIOLENCE,23,F,Unknown Weapon,Violent Crime,8,Solved,23 May 2023,Adult,Fast,Morning,Apr,2023,31.91666667,1.08
4257,27 Jun 2020,26 Jun 2020,2:33 AM,Mumbai,158,SEXUAL ASSAULT,73,F,Explosives,Violent Crime,6,Active,Not Closed,Senior,Not Resolved,Night,Jun,2020,Not Resolved,0.67
22647,2 Aug 2022,1 Aug 2022,11:27 PM,Kanpur,553,DRUG OFFENSE,30,Other,Other,Other Crime,11,Active,Not Closed,Adult,Not Resolved,Night,Aug,2022,Not Resolved,1.67
7755,20 Nov 2020,19 Nov 2020,12:33 AM,Ghaziabad,463,FRAUD,62,F,Blunt Object,Other Crime,11,Solved,14 Jan 2021,Senior,Moderate,Night,Nov,2020,56.66666667,1.25
36177,17 Feb 2024,16 Feb 2024,11:02 AM,Mumbai,594,VANDALISM,20,F,Other,Other Crime,1,Active,Not Closed,Adult,Not Resolved,Morning,Feb,2024,Not Resolved,1.63
15518,10 Oct 2021,8 Oct 2021,4:36 AM,Hyderabad,114,KIDNAPPING,59,F,Unknown Weapon,Other Crime,9,Active,Not Closed,Adult,Not Resolved,Night,Oct,2021,Not Resolved,1.04
